"MTL_Diss_Area_LatLong.FID","MTL_Diss_Area_LatLong.DAUID","MTL_Diss_Area_LatLong.PRUID","MTL_Diss_Area_LatLong.CDUID","MTL_Diss_Area_LatLong.CSDUID","MTL_Diss_Area_LatLong.CSDTYPE","MTL_Diss_Area_LatLong.ERUID","MTL_Diss_Area_LatLong.SACCODE","MTL_Diss_Area_LatLong.SACTYPE","MTL_Diss_Area_LatLong.CMAUID","MTL_Diss_Area_LatLong.CMAPUID","MTL_Diss_Area_LatLong.CMATYPE","MTL_Diss_Area_LatLong.CTUID","MTL_Diss_Area_LatLong.CTNAME","MTL_Diss_Area_LatLong.ADAUID","MTL_Diss_Area_LatLong.Shape_Leng","MTL_Diss_Area_LatLong.Shape_Area","MTL_Diss_Area_LatLong.DAUID_INT","Incomev2.csv.GEO_UID","Incomev2.csv.Med_Total_Inc","Incomev2.csv.Med_AftTax_Inc","Incomev2.csv.Med_Household_Inc","id","Geometry"
"306","24662551","24","2466","2466023","V","2440","462","1","462","24462","B","4620283.01","0283.01","24660126","0.0120400058734","5.99292498181E-06","24662551","24662551","23680","22677","67328","306","POLYGON ((-73.68715791699998 45.53094553500006, -73.68681906299997 45.53110212000007, -73.68593860399994 45.53139556100007, -73.68650180799995 45.531965193000076, -73.68705535999999 45.53252667400005, -73.68754224999998 45.53305347400004, -73.68851489999997 45.532642346000046, -73.68906594699996 45.53245388100004, -73.68935368199999 45.53232342600006, -73.68967920199998 45.53206547100007, -73.68985392499997 45.53181671600004, -73.68923992699996 45.53141361400003, -73.68935828499997 45.531264736000026, -73.68943911299993 45.53115908800004, -73.68952001699995 45.53104759400003, -73.68960718099999 45.53093163800003, -73.68968808899996 45.53082157100005, -73.68977304199996 45.53070119900008, -73.68978316699997 45.53062055100003, -73.68969774599998 45.53058704400007, -73.68907651399996 45.53052942700003, -73.68896613999993 45.530533958000035, -73.68885819999997 45.530664657000045, -73.68878774499996 45.53075708200004, -73.68871713999994 45.53085103300003, -73.68860217099996 45.53100464900007, -73.68776236599996 45.530513952000035, -73.68669221799996 45.53059038400005, -73.68715791699998 45.53094553500006))"
"307","24662552","24","2466","2466023","V","2440","462","1","462","24462","B","4620283.01","0283.01","24660126","0.0103268017647","6.03266094702E-06","24662552","24662552","22064","21472","48896","307","POLYGON ((-73.68985392499997 45.53181671600004, -73.68967920199998 45.53206547100007, -73.68935368199999 45.53232342600006, -73.68906594699996 45.53245388100004, -73.68851489999997 45.532642346000046, -73.68860534199996 45.53272288100004, -73.68866248499995 45.53276958300006, -73.68956525199997 45.53334270100004, -73.69103716999996 45.534265230000074, -73.69163037699997 45.53376320600006, -73.69213370399996 45.533246742000074, -73.69259850199995 45.532635680000055, -73.69042770799996 45.531279624000035, -73.69032494599998 45.53121751000003, -73.68985392499997 45.53181671600004))"
"308","24662553","24","2466","2466023","V","2440","462","1","462","24462","B","4620283.01","0283.01","24660126","0.0160202920216","9.70428971001E-06","24662553","24662553","27328","25120","70400","308","POLYGON ((-73.68890517499995 45.53386992600008, -73.68827746699998 45.53440594700004, -73.68771189999995 45.53491765500007, -73.68930579999994 45.535766297000066, -73.69001278799993 45.53612998400007, -73.69068486099997 45.53647423100006, -73.69304326399998 45.534632583000075, -73.69229915399995 45.53418841800004, -73.69163037699997 45.53376320600006, -73.69103716999996 45.534265230000074, -73.68956525199997 45.53334270100004, -73.68866248499995 45.53276958300006, -73.68860534199996 45.53272288100004, -73.68851489999997 45.532642346000046, -73.68754224999998 45.53305347400004, -73.68763369199996 45.53313017700003, -73.68771578599996 45.53318198100004, -73.68890517499995 45.53386992600008))"
"309","24662554","24","2466","2466023","V","2440","462","1","462","24462","B","4620283.01","0283.01","24660126","0.00929975055522","4.87429117576E-06","24662554","24662554","22656","22059","48576","309","POLYGON ((-73.69292141999995 45.53224010800005, -73.69259850199995 45.532635680000055, -73.69213370399996 45.533246742000074, -73.69163037699997 45.53376320600006, -73.69229915399995 45.53418841800004, -73.69304326399998 45.534632583000075, -73.69358199599998 45.534177251000074, -73.69420000499997 45.53368572200003, -73.69466450099998 45.53332409800004, -73.69444536099996 45.533176954000055, -73.69496339099999 45.532666635000055, -73.69332522199994 45.53170780000005, -73.69292141999995 45.53224010800005))"
"310","24662555","24","2466","2466023","V","2440","462","1","462","24462","B","4620283.02","0283.02","24660126","0.0137697420693","5.98419564854E-06","24662555","24662555","21547","21280","49408","310","POLYGON ((-73.69068486099997 45.53647423100006, -73.69148341799996 45.536906576000035, -73.69206145499999 45.53639372200007, -73.69277718199999 45.536776374000056, -73.69371814899995 45.535954838000066, -73.69431335399997 45.535461206000036, -73.69570124899997 45.53631644400008, -73.69628597799993 45.53585564600007, -73.69358199599998 45.534177251000074, -73.69304326399998 45.534632583000075, -73.69068486099997 45.53647423100006))"
"311","24662948","24","2466","2466023","V","2440","462","1","462","24462","B","4620585.01","0585.01","24660002","0.0942545642966","0.000345603821927","24662948","24662948","46208","39270","96256","311","POLYGON ((-73.49163382899997 45.69704458800004, -73.49114389099998 45.697275379000075, -73.49101907399995 45.69733236600007, -73.49117747599996 45.69744701600007, -73.49122474999996 45.69749250900003, -73.49127320199995 45.697514315000035, -73.49133704299999 45.697513807000064, -73.49205480799998 45.69727704400003, -73.49428460299998 45.69762886500007, -73.49479133299997 45.697688948000064, -73.49492220699995 45.697719558000074, -73.49518273799998 45.69773025200004, -73.49561150499994 45.69766422300006, -73.49609105499997 45.69757071400005, -73.49651337999995 45.697521824000034, -73.49722301099996 45.69743141600003, -73.49698131699995 45.69702669900005, -73.49694535599997 45.69691428300007, -73.49701859899994 45.696797341000035, -73.49756791899995 45.69651529200007, -73.49693644199994 45.69590199100003, -73.49712016199999 45.69587363100004, -73.49871787899997 45.69550430000004, -73.49881782899996 45.69549194800004, -73.49892495099994 45.69550113300005, -73.49906207399994 45.69557484500007, -73.49953649499997 45.69603482200006, -73.49964038799999 45.69612319300006, -73.50027901799996 45.69677666800004, -73.50095850799994 45.69669479600003, -73.50136582199997 45.69670263000006, -73.50191871299995 45.696810809000056, -73.50266251999994 45.69708490700003, -73.50315590299994 45.697400274000074, -73.50336460999995 45.69767006300003, -73.50346088599997 45.69790410200005, -73.50349208299997 45.69798675100003, -73.50360631299998 45.69828955000003, -73.50383723199997 45.69867335400005, -73.50399338299997 45.69906351900005, -73.50407280399997 45.69921019900005, -73.50421362399999 45.699354294000045, -73.50435064199996 45.69944788400005, -73.50445536999996 45.69950093400007, -73.50465382899995 45.69955907700006, -73.50487759099997 45.69958948500005, -73.50628604199994 45.699460643000066, -73.50669131499996 45.69938909100006, -73.50724652399998 45.69923558600004, -73.50752524899997 45.699168162000035, -73.50849664599997 45.69898418300005, -73.50879425399995 45.69892330300007, -73.50897356899998 45.69888662300008, -73.50897728899997 45.69877702700006, -73.50898120599999 45.698602132000076, -73.50898439799994 45.69846154100003, -73.50899781799995 45.69808057600005, -73.50899855499995 45.698057196000036, -73.50881773299994 45.698053712000046, -73.50885261799993 45.696811654000044, -73.50886723499997 45.69661400000007, -73.50887597299999 45.69651295800003, -73.50888666699996 45.69639473900003, -73.50891161599998 45.69621491400005, -73.50896280099994 45.69591955000004, -73.50898665299997 45.69579227600008, -73.50902474499998 45.69562274900005, -73.50905445899997 45.69549312500004, -73.50912282399997 45.69522828100003, -73.50920723899998 45.694949060000056, -73.50924864199999 45.69483308000008, -73.50932484299994 45.694617331000075, -73.50947875499998 45.69422964300003, -73.50953227599996 45.69411221900003, -73.50966630599999 45.69382177300008, -73.51074795899996 45.69148812700007, -73.51084948999994 45.69126911200004, -73.51227888799997 45.688154344000054, -73.51809803799995 45.67554083500005, -73.51841256199998 45.67485216000006, -73.51858759199996 45.674464949000026, -73.51866039799995 45.674291166000046, -73.51873682699994 45.67410214200004, -73.51886468699996 45.673742160000074, -73.51892925799996 45.67353642000006, -73.51900597999997 45.67325733000007, -73.51903324399996 45.67313750000005, -73.51906680199994 45.672993889000054, -73.51910190699994 45.67283085100007, -73.51913222099995 45.672661582000046, -73.51915794299998 45.67249246800003, -73.51918149399995 45.67231378200006, -73.51919929599995 45.67215037100004, -73.51268416199997 45.67333948600003, -73.50356119699995 45.67537387300007, -73.50311337099998 45.675473701000044, -73.50291574899995 45.67548728600008, -73.50238945499996 45.67699668600005, -73.50166845299998 45.67904527700006, -73.50098079299994 45.681057949000035, -73.50049491099998 45.68247589300006, -73.49996302899996 45.68402758700006, -73.49927470899996 45.68598434000006, -73.49849269999999 45.68820729300006, -73.49819334999995 45.68905794400007, -73.49797246699995 45.689535489000036, -73.49762448899997 45.690310339000064, -73.49734195799994 45.69111145900007, -73.49699656599995 45.69209945600005, -73.49693250599995 45.692298350000044, -73.49689772999994 45.69239426300004, -73.49661384799998 45.69316139800003, -73.49642893399994 45.69352216200008, -73.49623847799995 45.69383547100006, -73.49605075099998 45.69410122200003, -73.49591367199997 45.694256143000075, -73.49562188299996 45.69457392500004, -73.49534773099998 45.694837017000054, -73.49500467199994 45.69512725200008, -73.49475346399998 45.69532002300008, -73.49451415099998 45.69547565800008, -73.49417290699995 45.695682919000035, -73.49387482899994 45.695849957000064, -73.49375742799998 45.69591457300004, -73.49365603399997 45.695969828000045, -73.49183775299997 45.69693881100005, -73.49179061499996 45.69696524900007, -73.49170767199996 45.69700795000006, -73.49163382899997 45.69704458800004))"
"312","24662949","24","2466","2466023","V","2440","462","1","462","24462","B","4620580.02","0580.02","24660001","0.0315978396206","5.27478907322E-05","24662949","24662949","42624","36768","78592","312","POLYGON ((-73.49258128199995 45.690788732000044, -73.49229271099995 45.69179382900006, -73.49326311499993 45.691963171000054, -73.49496728599996 45.692245402000026, -73.49524619999994 45.691528669000036, -73.49541679299995 45.69107158300005, -73.49549911599996 45.69079928000008, -73.49734195799994 45.69111145900007, -73.49762448899997 45.690310339000064, -73.49797246699995 45.689535489000036, -73.49819334999995 45.68905794400007, -73.49849269999999 45.68820729300006, -73.49927470899996 45.68598434000006, -73.49996302899996 45.68402758700006, -73.50049491099998 45.68247589300006, -73.49886788699996 45.68236376800007, -73.49706199299999 45.68234522300003, -73.49503743099996 45.68251614300004, -73.49355385899997 45.682988057000046, -73.49320512399999 45.68718856000004, -73.49318082299999 45.687481140000045, -73.49307977299998 45.68783442100005, -73.49299732699996 45.68817719200007, -73.49289146099994 45.68869878700008, -73.49280274099993 45.688994507000075, -73.49271330999994 45.68933336600003, -73.49267931599996 45.68948365000006, -73.49265431199996 45.689581677000035, -73.49239825599994 45.690301549000026, -73.49271004799994 45.69035792100004, -73.49258128199995 45.690788732000044))"
"313","24662951","24","2466","2466023","V","2440","462","1","462","24462","B","4620585.01","0585.01","24660002","0.0842588036363","5.61070194689E-05","24662951","24662951","33920","30784","77568","313","MULTIPOLYGON (((-73.48341144299997 45.70108049900006, -73.48347464999995 45.70123777100008, -73.48352114899996 45.70171886800006, -73.48378959399997 45.70160949800004, -73.48417531699994 45.70159661100007, -73.48434395399994 45.70153585200006, -73.48455451199999 45.70134961400004, -73.48472365599997 45.70127084500007, -73.48496810099994 45.70125610500003, -73.48537609599998 45.70136950300008, -73.48549141899997 45.70138004000006, -73.48579164999995 45.701204019000045, -73.48589607499997 45.70114239000003, -73.48627185699996 45.701021351000065, -73.48663263599997 45.700981124000066, -73.48704692099994 45.70086059400006, -73.48743409399998 45.70079373100003, -73.48790725899994 45.700872006000054, -73.48807469799993 45.700856213000066, -73.48832231199998 45.70072447100006, -73.48879305699995 45.70041566400005, -73.48985280799997 45.70017767300004, -73.49064506099995 45.69985511200008, -73.49128028999996 45.699638468000046, -73.49155140099998 45.69958803900005, -73.49195431699997 45.69941334600003, -73.49226442599996 45.69934543900007, -73.49255128399994 45.699187220000056, -73.49280905699999 45.69915461200003, -73.49296433999996 45.699111661000074, -73.49338177399994 45.69887414100003, -73.49361579899994 45.698769205000076, -73.49401701099998 45.69865748600006, -73.49446713999998 45.69863642000007, -73.49518401199998 45.69824982500006, -73.49552123099994 45.69812826700007, -73.49615016199994 45.69814553400005, -73.49635681499996 45.69810325200007, -73.49663054799998 45.697953849000044, -73.49686432999994 45.69785790200007, -73.49745837599994 45.697739725000076, -73.49785785099994 45.69769096400006, -73.49897394399994 45.697264604000054, -73.49955584499997 45.69711921700008, -73.49983930199994 45.697086941000066, -73.49992743999996 45.69707815700008, -73.50006292199998 45.69708480800006, -73.50013414399996 45.69710881000003, -73.50006870799996 45.69715296700008, -73.49989122299996 45.69719982000004, -73.49969663199994 45.69722391400006, -73.49948804199994 45.697253344000046, -73.49926733499996 45.69734046200006, -73.49931580499998 45.69744910700007, -73.49974926399995 45.697571811000046, -73.49991805899998 45.69757154100006, -73.50010007499998 45.69757711600005, -73.50022481599996 45.69756005900007, -73.50063474899997 45.69760144000003, -73.50082447899996 45.69771193300005, -73.50087440499993 45.69776659100006, -73.50099820799994 45.697939226000074, -73.50128088999998 45.69889703200005, -73.50139189499998 45.69906951400003, -73.50155473499996 45.699224677000075, -73.50174543199995 45.69929916700005, -73.50196228699997 45.69935601600008, -73.50239958199995 45.69933475100004, -73.50240856499994 45.699478886000065, -73.50257262999997 45.699589056000036, -73.50273906699994 45.69960923100007, -73.50312552099996 45.699569290000056, -73.50389138599996 45.699750332000065, -73.50449632999994 45.69970426300006, -73.50470108099995 45.699733941000034, -73.50507466099998 45.699693825000054, -73.50632142299997 45.69966513600008, -73.50678655499996 45.699563201000046, -73.50720250099994 45.69937963500007, -73.50778393899998 45.699252210000054, -73.50847898199999 45.69919828800005, -73.50878708699997 45.69921705400003, -73.50896341899994 45.69922779400008, -73.50896733699994 45.69909459200005, -73.50897204299997 45.698931549000065, -73.50897356899998 45.69888662300008, -73.50879425399995 45.69892330300007, -73.50849664599997 45.69898418300005, -73.50752524899997 45.699168162000035, -73.50724652399998 45.69923558600004, -73.50669131499996 45.69938909100006, -73.50628604199994 45.699460643000066, -73.50487759099997 45.69958948500005, -73.50465382899995 45.69955907700006, -73.50445536999996 45.69950093400007, -73.50435064199996 45.69944788400005, -73.50421362399999 45.699354294000045, -73.50407280399997 45.69921019900005, -73.50399338299997 45.69906351900005, -73.50383723199997 45.69867335400005, -73.50360631299998 45.69828955000003, -73.50349208299997 45.69798675100003, -73.50346088599997 45.69790410200005, -73.50336460999995 45.69767006300003, -73.50315590299994 45.697400274000074, -73.50266251999994 45.69708490700003, -73.50191871299995 45.696810809000056, -73.50136582199997 45.69670263000006, -73.50095850799994 45.69669479600003, -73.50027901799996 45.69677666800004, -73.49964038799999 45.69612319300006, -73.49953649499997 45.69603482200006, -73.49906207399994 45.69557484500007, -73.49892495099994 45.69550113300005, -73.49881782899996 45.69549194800004, -73.49871787899997 45.69550430000004, -73.49712016199999 45.69587363100004, -73.49693644199994 45.69590199100003, -73.49756791899995 45.69651529200007, -73.49701859899994 45.696797341000035, -73.49694535599997 45.69691428300007, -73.49698131699995 45.69702669900005, -73.49722301099996 45.69743141600003, -73.49651337999995 45.697521824000034, -73.49609105499997 45.69757071400005, -73.49561150499994 45.69766422300006, -73.49518273799998 45.69773025200004, -73.49492220699995 45.697719558000074, -73.49479133299997 45.697688948000064, -73.49428460299998 45.69762886500007, -73.49205480799998 45.69727704400003, -73.49133704299999 45.697513807000064, -73.49127320199995 45.697514315000035, -73.49122474999996 45.69749250900003, -73.49117747599996 45.69744701600007, -73.49101907399995 45.69733236600007, -73.49093100899995 45.69737326000006, -73.49067066999999 45.697477150000054, -73.49012191299994 45.69766882000005, -73.48941405399995 45.697850594000045, -73.48841705699994 45.69803071200005, -73.48788755299995 45.69809910400005, -73.48772083999995 45.69812601900003, -73.48558023899994 45.69844900900006, -73.48509178799998 45.698512134000055, -73.48497393899999 45.69852793700005, -73.48485116799998 45.69853319400005, -73.48474980999998 45.69851982600005, -73.48467341499997 45.698508643000025, -73.48461569899996 45.69849453000006, -73.48458559099998 45.69846649200008, -73.48454312299998 45.69843138400006, -73.48449544899995 45.69839974000007, -73.48447045599994 45.69838659900006, -73.48442539699994 45.69837343000006, -73.48439524399998 45.698368179000056, -73.48435640799994 45.69836373700008, -73.48431258399995 45.69836375700004, -73.48426575599996 45.698372723000034, -73.48420492499997 45.698397972000066, -73.48415018799994 45.69843607300004, -73.48411462899998 45.698468201000026, -73.48408708199997 45.69850768300006, -73.48407722699994 45.69853998200006, -73.48407711299996 45.69856204100006, -73.48407718699997 45.69859104000005, -73.48408481299998 45.69864742400006, -73.48407268599993 45.69876432500007, -73.48402433999996 45.69894505600007, -73.48396646799995 45.69908945000003, -73.48388578899994 45.69922319500006, -73.48355375299997 45.699926703000074, -73.48342459799994 45.700322766000056, -73.48338835799996 45.70069526700007, -73.48339438399995 45.70079580000004, -73.48341144299997 45.70108049900006)), ((-73.49268742599997 45.703680441000074, -73.49281390399995 45.70375411400005, -73.49300651599998 45.70375666800004, -73.49376829399995 45.703613706000056, -73.49440766199996 45.703244088000076, -73.49447283799998 45.703208947000064, -73.49448567699994 45.70320910800007, -73.49479798999994 45.70306022200003, -73.49527505999998 45.702994508000074, -73.49621901599994 45.702763901000026, -73.49712126899993 45.702649766000036, -73.49742051199996 45.70250968300007, -73.49783431299994 45.70240711900004, -73.49828543999996 45.70235003200003, -73.49873513599994 45.702346962000036, -73.49907020199998 45.702306358000044, -73.49922839499999 45.70215542100004, -73.49919375399998 45.70201094000004, -73.49942968099998 45.70183403200008, -73.50000001399997 45.70164351200003, -73.50000161699995 45.701643026000056, -73.50023307799995 45.70157456000004, -73.50030256599996 45.70137744700003, -73.50024388899999 45.70116965600005, -73.50015835699998 45.70100651800004, -73.50006091199998 45.70080721100004, -73.50006499399996 45.700654264000036, -73.50010785399996 45.700492809000025, -73.50014949199993 45.70037634400006, -73.50017975199995 45.700205708000055, -73.50015720699997 45.70008841900005, -73.50007045399997 45.69997027200003, -73.50000983699994 45.69983445300005, -73.50000161699995 45.699832478000076, -73.49889944199998 45.69956782600008, -73.49816968999994 45.699477236000064, -73.49786081499997 45.69950017300005, -73.49760059199997 45.69962277600007, -73.49688376399996 45.700009376000025, -73.49671032399993 45.70025011000007, -73.49650200999997 45.70083243500005, -73.49644365999995 45.70109268900006, -73.49627576399996 45.701126489000046, -73.49621468699996 45.701008684000044, -73.49621998399994 45.700810715000046, -73.49617055399995 45.70073806900007, -73.49590089799995 45.70073452400004, -73.49571703099997 45.70088510800008, -73.49553146599999 45.701098699000056, -73.49534855999997 45.70121328000005, -73.49473704399998 45.701502273000074, -73.49442090499997 45.70179511600003, -73.49411004799998 45.701890037000055, -73.49379654599994 45.70208391700004, -73.49301734499994 45.70239767400005, -73.49270648099997 45.702492591000066, -73.49248819599995 45.702489713000034, -73.49229485399997 45.702514163000046, -73.49219770399998 45.70278289600003, -73.49222437099996 45.70322428900005, -73.49207756299995 45.70342936900005, -73.49220403999993 45.70350304300007, -73.49239545499995 45.70355059700006, -73.49258807699994 45.70355312800007, -73.49268742599997 45.703680441000074)))"
"314","24662952","24","2466","2466023","V","2440","462","1","462","24462","B","4620582.02","0582.02","24660007","0.0219069388508","1.49726593057E-05","24662952","24662952","37376","32077","76160","314","POLYGON ((-73.50325925499999 45.64895355500005, -73.50330021699995 45.649052476000065, -73.50403924499994 45.649286440000026, -73.50381534499996 45.64950237800008, -73.50373134799997 45.64958341300007, -73.50330928599993 45.64985782100007, -73.50290865399995 45.65022509900007, -73.50270514399995 45.65050003600004, -73.50368961199996 45.65064601200004, -73.50373202199995 45.65054399400003, -73.50406152099998 45.65025326300008, -73.50436200999997 45.65005808800004, -73.50461187299999 45.64986273200003, -73.50495556999994 45.64950238900008, -73.50514636799994 45.649235617000045, -73.50585194699994 45.64945413700008, -73.50606067899997 45.649489705000065, -73.50631721599996 45.648702282000045, -73.50637299599998 45.64865600300004, -73.50648962899999 45.64864886100003, -73.50766078899994 45.648836852000045, -73.50806396999997 45.64880388500006, -73.50801080999997 45.64852104600004, -73.50801699599998 45.64824467100004, -73.50679547099998 45.64806189600006, -73.50700897899998 45.64742511700007, -73.50721431199997 45.64680273700003, -73.50742848199997 45.64616837400007, -73.50535781899998 45.64585350100003, -73.50329365399995 45.64553416500007, -73.50309611499995 45.646146110000075, -73.50289348899997 45.64678946400005, -73.50274587899997 45.647221442000045, -73.50270098799996 45.64750929600007, -73.50333864899994 45.64752281900007, -73.50367602899996 45.647576257000026, -73.50378964999999 45.64761343400005, -73.50378970499997 45.64770383300004, -73.50352326399997 45.648546321000026, -73.50337463699998 45.648782562000065, -73.50325925499999 45.64895355500005))"
"315","24662953","24","2466","2466023","V","2440","462","1","462","24462","B","4620582.02","0582.02","24660007","0.0277563102522","2.96295812023E-05","24662953","24662953","40448","35712","88320","315","POLYGON ((-73.49755757999998 45.64823393000006, -73.49602194599998 45.648922036000044, -73.49566225199999 45.64914519400003, -73.49541635499997 45.649408222000034, -73.49527575299999 45.649642484000026, -73.49506253399994 45.650307946000055, -73.49501803699997 45.65044749400005, -73.49515496299995 45.65047211600006, -73.49632527699998 45.65065513500008, -73.49877614399998 45.651028017000044, -73.49952151599996 45.65114151300003, -73.50042948699996 45.65127394000007, -73.50121176899995 45.651388766000025, -73.50231110199996 45.65156531900004, -73.50235049199995 45.65143430300003, -73.50246389499995 45.65105464700008, -73.50255497399996 45.65082970600008, -73.50270514399995 45.65050003600004, -73.50290865399995 45.65022509900007, -73.50330928599993 45.64985782100007, -73.50373134799997 45.64958341300007, -73.50381534499996 45.64950237800008, -73.50403924499994 45.649286440000026, -73.50330021699995 45.649052476000065, -73.50325925499999 45.64895355500005, -73.50337463699998 45.648782562000065, -73.50352326399997 45.648546321000026, -73.50378970499997 45.64770383300004, -73.50378964999999 45.64761343400005, -73.50367602899996 45.647576257000026, -73.50333864899994 45.64752281900007, -73.50270098799996 45.64750929600007, -73.50274587899997 45.647221442000045, -73.50289348899997 45.64678946400005, -73.50309611499995 45.646146110000075, -73.50329365399995 45.64553416500007, -73.50123712099997 45.64521480600007, -73.50102797299996 45.64584466400004, -73.50083177899995 45.646462074000056, -73.50060852199994 45.64709994200007, -73.49966747399998 45.646959579000054, -73.49948556199996 45.64694356700005, -73.49942496299997 45.64702870700006, -73.49899669499996 45.64842463200006, -73.49825311299998 45.64831244700008, -73.49788589099995 45.64806363400004, -73.49755757999998 45.64823393000006))"
"316","24662954","24","2466","2466023","V","2440","462","1","462","24462","B","4620582.02","0582.02","24660007","0.0197317703913","1.24423980483E-05","24662954","24662954","31968","29376","82304","316","POLYGON ((-73.49830346299996 45.647576971000035, -73.49819322399998 45.64774022800003, -73.49788589099995 45.64806363400004, -73.49825311299998 45.64831244700008, -73.49899669499996 45.64842463200006, -73.49942496299997 45.64702870700006, -73.49948556199996 45.64694356700005, -73.49966747399998 45.646959579000054, -73.50060852199994 45.64709994200007, -73.50083177899995 45.646462074000056, -73.50102797299996 45.64584466400004, -73.50123712099997 45.64521480600007, -73.49918839799994 45.644890916000065, -73.49712420399999 45.64457136400006, -73.49505752599998 45.64425644900007, -73.49485092599997 45.64487732100008, -73.49464308699999 45.645502616000044, -73.49669693099997 45.645826699000054, -73.49649583599995 45.64646611900008, -73.49748086199997 45.646631942000056, -73.49853703899998 45.64678632600004, -73.49830346299996 45.647576971000035))"
"317","24662955","24","2466","2466023","V","2440","462","1","462","24462","B","4620583.00","0583.00","24660007","0.013729570102","8.16898564254E-06","24662955","24662955","30272","28181","62592","317","POLYGON ((-73.49938459099997 45.64426100500003, -73.49918839799994 45.644890916000065, -73.50123712099997 45.64521480600007, -73.50143979899997 45.644580458000064, -73.50166936499994 45.643869521000056, -73.50187951399994 45.643243581000036, -73.50207669399998 45.642651371000056, -73.50002601899996 45.642335401000025, -73.49795559399996 45.64201589800007, -73.49775161999997 45.642618853000045, -73.49754890999998 45.64323518700007, -73.49961944699999 45.64355011300006, -73.49938459099997 45.64426100500003))"
"318","24662956","24","2466","2466023","V","2440","462","1","462","24462","B","4620583.00","0583.00","24660007","0.0137366103194","8.42123489704E-06","24662956","24662956","33195","29461","72107","318","POLYGON ((-73.49550024199993 45.642906735000054, -73.49526154399996 45.64362208800003, -73.49505752599998 45.64425644900007, -73.49712420399999 45.64457136400006, -73.49918839799994 45.644890916000065, -73.49938459099997 45.64426100500003, -73.49961944699999 45.64355011300006, -73.49754890999998 45.64323518700007, -73.49775161999997 45.642618853000045, -73.49795559399996 45.64201589800007, -73.49590182899993 45.641700951000075, -73.49570298599997 45.64229030300004, -73.49550024199993 45.642906735000054))"
"319","24662957","24","2466","2466023","V","2440","462","1","462","24462","B","4620583.00","0583.00","24660007","0.0208393959068","1.26013484297E-05","24662957","24662957","38336","32917","63872","319","POLYGON ((-73.49756487399998 45.641212979000045, -73.49440848299997 45.64069827600008, -73.49385679899996 45.64060741800006, -73.49263849299996 45.64040548300005, -73.49241926299999 45.64116055000005, -73.49233212499996 45.64147848700003, -73.49226348899998 45.64175880100004, -73.49220478799998 45.642072330000076, -73.49214458699998 45.64239020000008, -73.49210585899993 45.64273647300007, -73.49207263599999 45.643124371000056, -73.49526154399996 45.64362208800003, -73.49550024199993 45.642906735000054, -73.49570298599997 45.64229030300004, -73.49590182899993 45.641700951000075, -73.49795559399996 45.64201589800007, -73.50002601899996 45.642335401000025, -73.50040552499996 45.64167839800007, -73.49756487399998 45.641212979000045))"
