"MTL_Diss_Area_LatLong.FID","MTL_Diss_Area_LatLong.DAUID","MTL_Diss_Area_LatLong.PRUID","MTL_Diss_Area_LatLong.CDUID","MTL_Diss_Area_LatLong.CSDUID","MTL_Diss_Area_LatLong.CSDTYPE","MTL_Diss_Area_LatLong.ERUID","MTL_Diss_Area_LatLong.SACCODE","MTL_Diss_Area_LatLong.SACTYPE","MTL_Diss_Area_LatLong.CMAUID","MTL_Diss_Area_LatLong.CMAPUID","MTL_Diss_Area_LatLong.CMATYPE","MTL_Diss_Area_LatLong.CTUID","MTL_Diss_Area_LatLong.CTNAME","MTL_Diss_Area_LatLong.ADAUID","MTL_Diss_Area_LatLong.Shape_Leng","MTL_Diss_Area_LatLong.Shape_Area","MTL_Diss_Area_LatLong.DAUID_INT","Incomev2.csv.GEO_UID","Incomev2.csv.Med_Total_Inc","Incomev2.csv.Med_AftTax_Inc","Incomev2.csv.Med_Household_Inc","id","Geometry"
"1459","24660590","24","2466","2466023","V","2440","462","1","462","24462","B","4620413.02","0413.02","24660172","0.0175102106935","8.53593809335E-06","24660590","24660590","28224","26368","83712","1459","POLYGON ((-73.68194191499998 45.498612044000026, -73.68195386299993 45.49872005100008, -73.68252690899999 45.49907458100006, -73.68265288699996 45.49907430400003, -73.68336676799998 45.49851531200005, -73.68408969599994 45.49898203500004, -73.68489445799997 45.499448690000065, -73.68532239999996 45.49934902900003, -73.68564574499999 45.499307970000075, -73.68603336299998 45.49932535900007, -73.68641942999994 45.499396672000046, -73.68634843099994 45.49921688500007, -73.68622982399995 45.49876711600007, -73.68625833099998 45.49855562800008, -73.68632788199994 45.49830349800004, -73.68674903599998 45.49798792900003, -73.68746729999998 45.49742436300005, -73.68671804099995 45.49693963900006, -73.68558006099994 45.49782331000006, -73.68486958499994 45.49734755900005, -73.68601845099994 45.49639635600005, -73.68542977499999 45.49600588800007, -73.68518635499998 45.496015259000046, -73.68338580999995 45.49748489500007, -73.68194191499998 45.498612044000026))"
"1460","24660594","24","2466","2466023","V","2440","462","1","462","24462","B","4620412.00","0412.00","24660163","0.0131119249057","9.7960402407E-06","24660594","24660594","27861","26624","76160","1460","POLYGON ((-73.67894880199998 45.49992160100004, -73.67840015099995 45.50042187100007, -73.67791381999996 45.50079155100008, -73.67784926499996 45.50084557300005, -73.67724740199998 45.50135318700006, -73.67941345499997 45.502714851000064, -73.67998865099997 45.50225051800004, -73.68060259399994 45.501795118000075, -73.68183135999993 45.50076285700004, -73.68250955299999 45.50021147700005, -73.68100990299996 45.499251351000055, -73.68032820999997 45.49882574900005, -73.67894880199998 45.49992160100004))"
"1461","24660595","24","2466","2466023","V","2440","462","1","462","24462","B","4620412.00","0412.00","24660163","0.0393733245226","7.99920011155E-05","24660595","24660595","28139","26517","53184","1461","POLYGON ((-73.67406532499996 45.49703552100004, -73.67386748799998 45.497190137000075, -73.67311113999995 45.49778133800004, -73.67307372199997 45.497810583000046, -73.67250807999994 45.498257281000065, -73.67239847099995 45.498343531000046, -73.67073670299999 45.49965124300007, -73.67003041699996 45.50022808700004, -73.66944050499995 45.50070123100005, -73.66919877599997 45.50089051000003, -73.66899827999998 45.50108164000005, -73.66879729999994 45.501238113000056, -73.66877092099998 45.50125863300008, -73.66858248399996 45.50140109600005, -73.66833852699995 45.50160321900006, -73.66817196099998 45.50173207000006, -73.66795514499995 45.50190762700004, -73.66784912499998 45.50198363700008, -73.66778749999997 45.50202783200007, -73.66777634899995 45.50203582100005, -73.66760008399996 45.50215751700006, -73.66742685799994 45.50225444500006, -73.66721681999996 45.50235043600003, -73.66708777799994 45.50240196200008, -73.66697148399999 45.50244123600004, -73.66678308999997 45.502495715000066, -73.66665237399997 45.50252477200007, -73.66642757599993 45.50255804400007, -73.66620911899997 45.50257499300005, -73.66589088099994 45.50258645000008, -73.66587376799998 45.50259801000004, -73.66578713199993 45.50266644000004, -73.66565972199999 45.50276709000008, -73.66554496599997 45.502874819000056, -73.66552147899995 45.50289936900003, -73.66544535499997 45.50297892400005, -73.66536758899997 45.50306949000003, -73.66524681499999 45.50324498500004, -73.66516622999995 45.50338275300004, -73.66512897699994 45.503462271000046, -73.66508521399999 45.50356919300003, -73.66508446199998 45.50357099000007, -73.66506212299998 45.50363038900008, -73.66507775199995 45.50365162800006, -73.66512074199994 45.50369531800004, -73.66517263999998 45.50374813800005, -73.66522926399995 45.50379549400003, -73.66528866299996 45.50384070400003, -73.66534621299996 45.50387956600008, -73.66542616299995 45.50393470400007, -73.66552127099999 45.503989415000035, -73.66561493699999 45.50404308800006, -73.66568882799999 45.504078519000075, -73.66572360099997 45.50409519100003, -73.66584775799998 45.50414894200003, -73.66593060399998 45.50418047000005, -73.66593843699997 45.50418346300006, -73.66604008399997 45.50422075500006, -73.66613837799997 45.50425394800004, -73.66622686999995 45.504278803000034, -73.66629674999996 45.50429690300007, -73.66639277899998 45.50431935800003, -73.66664421799999 45.50442998400007, -73.66664741699998 45.504431940000075, -73.66667884099996 45.50444593800006, -73.66675886299998 45.50447973200005, -73.66682484299997 45.50450858900007, -73.66688644799996 45.50454081700008, -73.66695461299997 45.50457926000007, -73.66700741399995 45.50461610800005, -73.66709320599995 45.504689323000036, -73.66716673999997 45.50476195500005, -73.66727719599999 45.504863267000076, -73.66740835299998 45.50495431400003, -73.66759333899995 45.50507455400003, -73.66784800899995 45.50526855600003, -73.66963564799994 45.50640118500007, -73.67071309399995 45.50703391900004, -73.67088878499999 45.50713710000008, -73.67248079899997 45.508000597000034, -73.67255945999995 45.50792169300007, -73.67331004499994 45.50713237900004, -73.67488194799995 45.50597305900004, -73.67522191299997 45.50572231400008, -73.67606815599999 45.505064134000065, -73.67628000699995 45.504915382000036, -73.67643782299996 45.504740886000036, -73.67665104799994 45.50464854300003, -73.67683224199999 45.50459347800006, -73.67700581199995 45.50448831600005, -73.67708563199994 45.50441163100004, -73.67722287999999 45.504397822000044, -73.67733070399998 45.50430372300008, -73.67883301999996 45.50315666600005, -73.67941345499997 45.502714851000064, -73.67724740199998 45.50135318700006, -73.67784926499996 45.50084557300005, -73.67791381999996 45.50079155100008, -73.67840015099995 45.50042187100007, -73.67894880199998 45.49992160100004, -73.67825570499997 45.499499668000055, -73.67780842699995 45.49920350000008, -73.67700927799996 45.49872776300003, -73.67451923799996 45.49716590600008, -73.67440451399995 45.49709088800006, -73.67429265499999 45.49701772900005, -73.67418352099997 45.49694640100006, -73.67406532499996 45.49703552100004))"
"1462","24660596","24","2466","2466023","V","2440","462","1","462","24462","B","4620412.00","0412.00","24660163","0.013828031063","7.00545924216E-06","24660596","24660596","23424","22240","50880","1462","POLYGON ((-73.67733070399998 45.50430372300008, -73.67722287999999 45.504397822000044, -73.67835468399994 45.50475459900008, -73.67784618399997 45.50546630400004, -73.67820809199998 45.50559624600004, -73.67849193899997 45.505699277000076, -73.67732321299997 45.506632409000076, -73.67754350199993 45.50677602500008, -73.67779532299994 45.50685213600008, -73.67809475599995 45.50704065000008, -73.67884750999997 45.506477053000026, -73.67953682999996 45.50589559100007, -73.68017113699995 45.50537733200008, -73.68027960499995 45.50529101800004, -73.68116912299996 45.504610710000065, -73.68038773599994 45.50413053300008, -73.67962086299997 45.50365482600006, -73.67883301999996 45.50315666600005, -73.67733070399998 45.50430372300008))"
"1463","24660597","24","2466","2466023","V","2440","462","1","462","24462","B","4620412.00","0412.00","24660163","0.0094887188332","4.24445014883E-06","24660597","24660597","22848","22208","50048","1463","POLYGON ((-73.67574685599999 45.50603193900008, -73.67606265399996 45.50664338100006, -73.67669281999997 45.506223962000035, -73.67732321299997 45.506632409000076, -73.67849193899997 45.505699277000076, -73.67820809199998 45.50559624600004, -73.67784618399997 45.50546630400004, -73.67835468399994 45.50475459900008, -73.67722287999999 45.504397822000044, -73.67708563199994 45.50441163100004, -73.67700581199995 45.50448831600005, -73.67683224199999 45.50459347800006, -73.67665104799994 45.50464854300003, -73.67643782299996 45.504740886000036, -73.67628000699995 45.504915382000036, -73.67606815599999 45.505064134000065, -73.67522191299997 45.50572231400008, -73.67574685599999 45.50603193900008))"
"1464","24661062","24","2466","2466032","V","2440","462","1","462","24462","B","4620350.00","0350.00","24660168","0.0133438179237","6.34485686343E-06","24661062","24661062","35072","31168","56576","1464","POLYGON ((-73.59308883199998 45.47959741400007, -73.59300111099998 45.479643347000035, -73.59231793999999 45.48000736600005, -73.59270236599997 45.48021851300007, -73.59126511299996 45.481277024000065, -73.59002201699997 45.482161363000046, -73.58990390399998 45.482245394000074, -73.59118623699999 45.48297780400003, -73.59171689699997 45.48255437600005, -73.59202806899998 45.482274449000045, -73.59212033599994 45.48219143400007, -73.59223810099996 45.48208551700003, -73.59251281699994 45.48183838800003, -73.59348250099998 45.48105019900004, -73.59369313299999 45.48081610400004, -73.59431504499997 45.48031613100005, -73.59466273799995 45.48002343600007, -73.59477558199995 45.47992634500008, -73.59495532099999 45.47976676500008, -73.59394665399998 45.479155698000056, -73.59308883199998 45.47959741400007))"
"1465","24661063","24","2466","2466032","V","2440","462","1","462","24462","B","4620351.00","0351.00","24660161","0.00625408961946","2.01369669653E-06","24661063","24661063","33600","30784","50496","1465","POLYGON ((-73.59251281699994 45.48183838800003, -73.59223810099996 45.48208551700003, -73.59212033599994 45.48219143400007, -73.59202806899998 45.482274449000045, -73.59171689699997 45.48255437600005, -73.59360541899997 45.48339418000006, -73.59439219799998 45.482700702000045, -73.59353052799997 45.48229201300006, -73.59251281699994 45.48183838800003))"
"1466","24661066","24","2466","2466032","V","2440","462","1","462","24462","B","4620351.00","0351.00","24660161","0.0110682192486","6.53973966912E-06","24661066","24661066","38144","33792","65856","1466","POLYGON ((-73.59124574199996 45.48542082900008, -73.59037592599998 45.486195362000046, -73.59295555699998 45.48730911000007, -73.59307149099999 45.48735852900006, -73.59336477999994 45.48728174300004, -73.59391420499998 45.48711936500007, -73.59443582999995 45.48683546600006, -73.59521361699996 45.48618691100006, -73.59201397499999 45.48479027900004, -73.59124574199996 45.48542082900008))"
"1467","24661067","24","2466","2466032","V","2440","462","1","462","24462","B","4620351.00","0351.00","24660161","0.011201303727","6.65238527889E-06","24661067","24661067","51264","44160","104704","1467","POLYGON ((-73.59283701199996 45.484056277000036, -73.59201397499999 45.48479027900004, -73.59521361699996 45.48618691100006, -73.59561622099994 45.48578617000004, -73.59600945799997 45.48547537800005, -73.59631414399996 45.48521381200004, -73.59679625199993 45.48479980600007, -73.59360541899997 45.48339418000006, -73.59283701199996 45.484056277000036))"
"1468","24661068","24","2466","2466032","V","2440","462","1","462","24462","B","4620351.00","0351.00","24660161","0.0155918572896","9.61120598009E-06","24661068","24661068","59584","46784","108352","1468","POLYGON ((-73.59251281699994 45.48183838800003, -73.59353052799997 45.48229201300006, -73.59439219799998 45.482700702000045, -73.59360541899997 45.48339418000006, -73.59679625199993 45.48479980600007, -73.59761064899999 45.484101794000026, -73.59847943399996 45.48328661800008, -73.59765405599995 45.48290495200007, -73.59538938499998 45.48187199700004, -73.59348250099998 45.48105019900004, -73.59251281699994 45.48183838800003))"
"1469","24661069","24","2466","2466032","V","2440","462","1","462","24462","B","4620353.00","0353.00","24660170","0.0202169345489","1.13850552876E-05","24661069","24661069","44352","36480","98816","1469","POLYGON ((-73.59893698999997 45.48293526900005, -73.59847943399996 45.48328661800008, -73.59761064899999 45.484101794000026, -73.59679625199993 45.48479980600007, -73.59631414399996 45.48521381200004, -73.59600945799997 45.48547537800005, -73.59561622099994 45.48578617000004, -73.59521361699996 45.48618691100006, -73.59443582999995 45.48683546600006, -73.59509504899995 45.48657844200005, -73.59556487399993 45.48635311900006, -73.59590998599998 45.48619089700003, -73.59624884699997 45.48607358600003, -73.59704575699999 45.48593344200003, -73.59771425599996 45.485766425000065, -73.59823591199995 45.485486983000044, -73.59881256099999 45.48520753200006, -73.59936180399995 45.48493709300004, -73.59992950499998 45.484752134000075, -73.60129412199996 45.48437751700004, -73.60178834799996 45.48423313400008, -73.60324437099996 45.48386288100005, -73.59968683499994 45.48225529500007, -73.59893698999997 45.48293526900005))"
"1470","24661070","24","2466","2466032","V","2440","462","1","462","24462","B","4620354.00","0354.00","24660170","0.0168943023498","1.28932525298E-05","24661070","24661070","65792","51840","165376","1470","POLYGON ((-73.59936180399995 45.48493709300004, -73.59881256099999 45.48520753200006, -73.59823591199995 45.485486983000044, -73.59771425599996 45.485766425000065, -73.59704575699999 45.48593344200003, -73.59624884699997 45.48607358600003, -73.59590998599998 45.48619089700003, -73.59556487399993 45.48635311900006, -73.59509504899995 45.48657844200005, -73.59443582999995 45.48683546600006, -73.59589377399993 45.48746867600005, -73.59746160199995 45.48812870000006, -73.59799331899995 45.488353172000075, -73.59844279299995 45.488600243000064, -73.59864476299998 45.488663117000044, -73.59966866699995 45.48753293500005, -73.60050089699996 45.48661432500006, -73.60082079399996 45.48618664400004, -73.60152190599996 45.48577639200005, -73.60174529299996 45.48564587700008, -73.59992950499998 45.484752134000075, -73.59936180399995 45.48493709300004))"
"1471","24660616","24","2466","2466023","V","2440","462","1","462","24462","B","4620112.01","0112.01","24660165","0.0141947432075","9.82053329425E-06","24660616","24660616","20608","19840","42368","1471","POLYGON ((-73.64281206799996 45.49310246600004, -73.64200757399993 45.494003666000026, -73.64292221299996 45.49442032300004, -73.64146452899996 45.49607736200005, -73.64239122799995 45.49649929200007, -73.64331302399995 45.49692489300003, -73.64480843699994 45.495264131000056, -73.64606912399995 45.49384194700008, -73.64402412499999 45.49292339300007, -73.64353024699994 45.49270146300006, -73.64281206799996 45.49310246600004))"
"1472","24660617","24","2466","2466023","V","2440","462","1","462","24462","B","4620112.01","0112.01","24660165","0.00644307717361","2.13269272592E-06","24660617","24660617","20800","19840","47232","1472","POLYGON ((-73.64146452899996 45.49607736200005, -73.64292221299996 45.49442032300004, -73.64200757399993 45.494003666000026, -73.64053900999994 45.49566635800005, -73.64146452899996 45.49607736200005))"
"1473","24660618","24","2466","2466023","V","2440","462","1","462","24462","B","4620112.01","0112.01","24660165","0.0108184663833","6.74565086763E-06","24660618","24660618","22720","21184","52864","1473","POLYGON ((-73.63762162799998 45.49437398400005, -73.63865295399995 45.49482454000008, -73.63958425399994 45.49524363200004, -73.64053900999994 45.49566635800005, -73.64200757399993 45.494003666000026, -73.64107231199995 45.493594604000066, -73.64014906499995 45.493161644000054, -73.63912153299998 45.492704709000066, -73.63762162799998 45.49437398400005))"
"1474","24660619","24","2466","2466023","V","2440","462","1","462","24462","B","4620112.01","0112.01","24660165","0.0104740619557","5.80189258257E-06","24660619","24660619","22336","21440","64256","1474","POLYGON ((-73.64002199799995 45.491670688000056, -73.63912153299998 45.492704709000066, -73.64014906499995 45.493161644000054, -73.64107231199995 45.493594604000066, -73.64200757399993 45.494003666000026, -73.64281206799996 45.49310246600004, -73.64353024699994 45.49270146300006, -73.64233992599998 45.49217332300003, -73.64139668899998 45.49175175700003, -73.64048812499993 45.49133715200003, -73.64002199799995 45.491670688000056))"
"1475","24660620","24","2466","2466023","V","2440","462","1","462","24462","B","4620112.02","0112.02","24660174","0.0167019187383","1.10603780465E-05","24660620","24660620","21952","20864","54997","1475","POLYGON ((-73.63753883299995 45.490012070000034, -73.63848879599993 45.49043975500007, -73.63721030299996 45.49185405900005, -73.63573068899996 45.49351885100003, -73.63660147699994 45.49392224400003, -73.63671361999997 45.493973555000025, -73.63762162799998 45.49437398400005, -73.63912153299998 45.492704709000066, -73.64002199799995 45.491670688000056, -73.64048812499993 45.49133715200003, -73.64093638299994 45.491044189000036, -73.64123758899996 45.49075206200007, -73.63810931699999 45.489345445000026, -73.63753883299995 45.490012070000034))"
"1476","24660621","24","2466","2466023","V","2440","462","1","462","24462","B","4620112.02","0112.02","24660174","0.00584436427652","1.85603497497E-06","24660621","24660621","18496","17664","33664","1476","POLYGON ((-73.63629572799994 45.49143673300006, -73.63721030299996 45.49185405900005, -73.63848879599993 45.49043975500007, -73.63753883299995 45.490012070000034, -73.63629572799994 45.49143673300006))"
"1477","24660622","24","2466","2466023","V","2440","462","1","462","24462","B","4620112.02","0112.02","24660174","0.00763613509959","3.33398540047E-06","24660622","24660622","17755","17755","19520","1477","POLYGON ((-73.63541630099996 45.48978432200005, -73.63460775099998 45.490700910000044, -73.63481584499993 45.49079160200006, -73.63629572799994 45.49143673300006, -73.63753883299995 45.490012070000034, -73.63602345099997 45.48933198200007, -73.63595568299996 45.48940672300006, -73.63584941999994 45.48935905800005, -73.63581096999997 45.489236634000065, -73.63541630099996 45.48978432200005))"
"1478","24660623","24","2466","2466023","V","2440","462","1","462","24462","B","4620112.02","0112.02","24660174","0.00568005111519","1.62685546718E-06","24660623","24660623","20608","20032","43136","1478","POLYGON ((-73.63753883299995 45.490012070000034, -73.63810931699999 45.489345445000026, -73.63635616699997 45.48855498100005, -73.63581096999997 45.489236634000065, -73.63584941999994 45.48935905800005, -73.63595568299996 45.48940672300006, -73.63602345099997 45.48933198200007, -73.63753883299995 45.490012070000034))"
"1479","24661113","24","2466","2466023","V","2440","462","1","462","24462","B","4620068.00","0068.00","24660158","0.00997576486343","4.711898377E-06","24661113","24661113","17344","17344","41856","1479","POLYGON ((-73.56996926199997 45.49143354500006, -73.57174831899994 45.49228162500003, -73.57228557899998 45.492542970000045, -73.57302743999998 45.49193699500006, -73.57343159999994 45.49162046600003, -73.57407617399997 45.49109458200007, -73.57343329399998 45.49078816400004, -73.57323041599994 45.490688170000055, -73.57235922399997 45.490275928000074, -73.57207693099997 45.49056857700003, -73.57194529599997 45.49076665100006, -73.57169364999999 45.491023290000044, -73.57155149899995 45.490933365000046, -73.57079234299994 45.49057391700006, -73.56996926199997 45.49143354500006))"
"1480","24660905","24","2466","2466023","V","2440","462","1","462","24462","B","4620325.02","0325.02","24660232","0.0116920811736","6.37819257557E-06","24660905","24660905","24992","24128","51584","1480","POLYGON ((-73.62499824699995 45.426849064000066, -73.62422687399999 45.427286295000044, -73.62472175799996 45.42754678600005, -73.62552613699995 45.42791478000004, -73.62820284699995 45.42920762700004, -73.62854113499998 45.42855485300004, -73.62918944899997 45.42791241700007, -73.62884767199995 45.427746830000046, -73.62841621299998 45.42754010500005, -73.62804039499997 45.42735860400006, -73.62765017999999 45.427170310000065, -73.62724482699997 45.42697493800006, -73.62690104099994 45.42680961100007, -73.62646630799998 45.426599819000046, -73.62581028399995 45.42628328100005, -73.62499824699995 45.426849064000066))"
"1481","24660906","24","2466","2466023","V","2440","462","1","462","24462","B","4620325.01","0325.01","24660229","0.0100183100681","4.49055073266E-06","24660906","24660906","26784","24944","57984","1481","POLYGON ((-73.62846761899993 45.42747293800005, -73.62841621299998 45.42754010500005, -73.62884767199995 45.427746830000046, -73.62918944899997 45.42791241700007, -73.62967473899994 45.42814583300003, -73.63016979299994 45.42838512600008, -73.63023023199997 45.428323686000056, -73.63085352399997 45.42771989200003, -73.63120943599995 45.42790392500007, -73.63221019699995 45.426359527000045, -73.63128263799996 45.42621662500005, -73.63037059099997 45.42608717400003, -73.62966218599996 45.42713634200004, -73.62893484799997 45.42676366500007, -73.62846761899993 45.42747293800005))"
"1482","24660907","24","2466","2466023","V","2440","462","1","462","24462","B","4620325.01","0325.01","24660229","0.00878611986443","3.59591176707E-06","24660907","24660907","22848","22224","49152","1482","POLYGON ((-73.62694865299994 45.42674345100005, -73.62690104099994 45.42680961100007, -73.62724482699997 45.42697493800006, -73.62765017999999 45.427170310000065, -73.62804039499997 45.42735860400006, -73.62841621299998 45.42754010500005, -73.62846761899993 45.42747293800005, -73.62893484799997 45.42676366500007, -73.62966218599996 45.42713634200004, -73.63037059099997 45.42608717400003, -73.62945862799995 45.42595770300005, -73.62853894599994 45.425832797000055, -73.62764211599995 45.42570336000006, -73.62694865299994 45.42674345100005))"
"1483","24660908","24","2466","2466023","V","2440","462","1","462","24462","B","4620325.01","0325.01","24660229","0.0443212641282","1.31448261822E-05","24660908","24660908","28048","26304","51328","1483","POLYGON ((-73.63416800199997 45.42931530300007, -73.63365260399996 45.42997316200007, -73.63360261799994 45.43004017800007, -73.63377933699996 45.43013732800006, -73.63468429699998 45.43057511200004, -73.63481484999994 45.43051972100005, -73.63542569899994 45.43028252900007, -73.63622030499994 45.42999562500006, -73.63834522099995 45.429255160000025, -73.63663484099999 45.42920956000006, -73.63591026599994 45.42945422100007, -73.63725440199994 45.42660139800006, -73.63597034299994 45.42642085800003, -73.63347122899995 45.42606947400003, -73.63142222399995 45.425781337000046, -73.62646638699994 45.425091767000026, -73.62572497899998 45.42509185000006, -73.62540417999998 45.425141979000045, -73.62473548999998 45.42523782100005, -73.62437581099994 45.42534031900004, -73.62420318499994 45.425417838000044, -73.62413798999995 45.42547773200005, -73.62492284699994 45.42585482800007, -73.62539348499996 45.426081614000054, -73.62581028399995 45.42628328100005, -73.62646630799998 45.426599819000046, -73.62690104099994 45.42680961100007, -73.62694865299994 45.42674345100005, -73.62764211599995 45.42570336000006, -73.62853894599994 45.425832797000055, -73.62945862799995 45.42595770300005, -73.63037059099997 45.42608717400003, -73.63128263799996 45.42621662500005, -73.63221019699995 45.426359527000045, -73.63307586999997 45.42647547800004, -73.63400355399995 45.42661835900003, -73.63486910999995 45.42672537100003, -73.63576564799996 45.426845773000025, -73.63664683099995 45.42695271000008, -73.63629340999995 45.42776744100007, -73.63548930299999 45.427507493000064, -73.63533546099995 45.42785863300003, -73.63519136499997 45.428055381000036, -73.63601774999995 45.42837855000005, -73.63573995199994 45.428978449000056, -73.63476122699996 45.42859193400005, -73.63416800199997 45.42931530300007))"
"1484","24660909","24","2466","2466023","V","2440","462","1","462","24462","B","4620325.01","0325.01","24660229","0.0133512868104","5.12271396441E-06","24660909","24660909","27520","25408","53632","1484","POLYGON ((-73.63023023199997 45.428323686000056, -73.63016979299994 45.42838512600008, -73.63058744399996 45.42858609600006, -73.63149473199996 45.42902348000007, -73.63201064999998 45.429272344000026, -73.63262716499997 45.42957032800007, -73.63317666099994 45.42983428200006, -73.63360261799994 45.43004017800007, -73.63365260399996 45.42997316200007, -73.63416800199997 45.42931530300007, -73.63345268499995 45.42895863100006, -73.63269463699999 45.428590600000064, -73.63196740299998 45.42823154400003, -73.63275302099998 45.42727226800008, -73.63307586999997 45.42647547800004, -73.63221019699995 45.426359527000045, -73.63120943599995 45.42790392500007, -73.63085352399997 45.42771989200003, -73.63023023199997 45.428323686000056))"
"1485","24660910","24","2466","2466023","V","2440","462","1","462","24462","B","4620325.01","0325.01","24660229","0.00823276395777","3.95272509028E-06","24660910","24660910","24960","23552","57600","1485","POLYGON ((-73.63400355399995 45.42661835900003, -73.63307586999997 45.42647547800004, -73.63275302099998 45.42727226800008, -73.63196740299998 45.42823154400003, -73.63269463699999 45.428590600000064, -73.63345268499995 45.42895863100006, -73.63440804999993 45.427783188000035, -73.63486910999995 45.42672537100003, -73.63400355399995 45.42661835900003))"
"1486","24660911","24","2466","2466023","V","2440","462","1","462","24462","B","4620325.01","0325.01","24660229","0.0111568115013","3.63226452433E-06","24660911","24660911","27392","26048","53120","1486","POLYGON ((-73.63345268499995 45.42895863100006, -73.63416800199997 45.42931530300007, -73.63476122699996 45.42859193400005, -73.63573995199994 45.428978449000056, -73.63601774999995 45.42837855000005, -73.63519136499997 45.428055381000036, -73.63533546099995 45.42785863300003, -73.63548930299999 45.427507493000064, -73.63629340999995 45.42776744100007, -73.63664683099995 45.42695271000008, -73.63576564799996 45.426845773000025, -73.63486910999995 45.42672537100003, -73.63440804999993 45.427783188000035, -73.63345268499995 45.42895863100006))"
"1487","24660912","24","2466","2466023","V","2440","462","1","462","24462","B","4620325.01","0325.01","24660229","0.0110164135431","4.87789544131E-06","24660912","24660912","23744","22464","49536","1487","POLYGON ((-73.63591026599994 45.42945422100007, -73.63663484099999 45.42920956000006, -73.63675990399997 45.42882425500005, -73.63788262599996 45.428489960000036, -73.63806848299998 45.42809380700004, -73.63905870499997 45.42832208300007, -73.63973852499998 45.42692200000005, -73.63974068699997 45.42691746000003, -73.63725440199994 45.42660139800006, -73.63591026599994 45.42945422100007))"
"1488","24660913","24","2466","2466023","V","2440","462","1","462","24462","B","4620325.01","0325.01","24660229","0.0159742853711","6.50662947411E-06","24660913","24660913","31168","28480","64832","1488","POLYGON ((-73.63675990399997 45.42882425500005, -73.63663484099999 45.42920956000006, -73.63834522099995 45.429255160000025, -73.63879093599996 45.42911112200005, -73.63885222099998 45.429195684000035, -73.63899552599997 45.42914338500003, -73.63928095099999 45.42904627200005, -73.63948339999996 45.42894329300003, -73.63961695899997 45.428896810000026, -73.64015596199994 45.42869473400003, -73.64068560799996 45.42849063600005, -73.64242495099995 45.42785421000008, -73.64296933999998 45.427664089000075, -73.64367009899996 45.427416823000044, -73.63974068699997 45.42691746000003, -73.63973852499998 45.42692200000005, -73.63905870499997 45.42832208300007, -73.63806848299998 45.42809380700004, -73.63788262599996 45.428489960000036, -73.63675990399997 45.42882425500005))"
"1489","24660914","24","2466","2466023","V","2440","462","1","462","24462","B","4620326.02","0326.02","24660229","0.0115265804607","5.2876205024E-06","24660914","24660914","24597","24128","45760","1489","POLYGON ((-73.63834522099995 45.429255160000025, -73.63622030499994 45.42999562500006, -73.63542569899994 45.43028252900007, -73.63481484999994 45.43051972100005, -73.63468429699998 45.43057511200004, -73.63479733299994 45.43064753400006, -73.63520770799994 45.431035217000044, -73.63577737299994 45.431520886000044, -73.63619425799999 45.43189412900006, -73.63637166999996 45.43198051500008, -73.63690436299999 45.43247359900005, -73.63711101599995 45.43205020900007, -73.63823328799998 45.42964136900008, -73.63889046799994 45.429346046000035, -73.63897732099997 45.429345960000035, -73.63885222099998 45.429195684000035, -73.63879093599996 45.42911112200005, -73.63834522099995 45.429255160000025))"
"1490","24660915","24","2466","2466023","V","2440","462","1","462","24462","B","4620326.02","0326.02","24660229","0.019992695083","1.35565714205E-05","24660915","24660915","27312","25536","48768","1490","POLYGON ((-73.63711101599995 45.43205020900007, -73.63690436299999 45.43247359900005, -73.63733828299996 45.43286995500006, -73.63756055399995 45.433075872000074, -73.63771456599994 45.432718315000045, -73.63831064799996 45.43140497100006, -73.63936710899998 45.431643465000036, -73.64041969199997 45.43187108400008, -73.63982034499998 45.43318494300007, -73.64102860699995 45.433478078000064, -73.64132986499999 45.43280505600006, -73.64162069999998 45.43216131100007, -73.64144525799998 45.432112035000046, -73.64263234699996 45.42962248600003, -73.64155536199996 45.42936731000003, -73.64051047399994 45.42913918100004, -73.64014930899998 45.42905881100006, -73.64003414899997 45.429067330000066, -73.63948339999996 45.42894329300003, -73.63928095099999 45.42904627200005, -73.63899552599997 45.42914338500003, -73.63885222099998 45.429195684000035, -73.63897732099997 45.429345960000035, -73.63889046799994 45.429346046000035, -73.63823328799998 45.42964136900008, -73.63711101599995 45.43205020900007))"
"1491","24660916","24","2466","2466023","V","2440","462","1","462","24462","B","4620326.02","0326.02","24660229","0.0143130466997","7.57919937758E-06","24660916","24660916","27584","26176","45824","1491","POLYGON ((-73.63771456599994 45.432718315000045, -73.63756055399995 45.433075872000074, -73.63772144599994 45.433207922000065, -73.63810506899995 45.433561818000044, -73.63836095899995 45.43379777800004, -73.63875011099998 45.434167150000064, -73.63890813399996 45.43431153500006, -73.63914906399998 45.43452646500003, -73.64102288099997 45.43624245500007, -73.64164475099994 45.43563928100008, -73.64025334499996 45.43436763400007, -73.63998577799998 45.43403951600004, -73.63993202299997 45.43390979800006, -73.64007544699996 45.43338042700003, -73.63982034499998 45.43318494300007, -73.64041969199997 45.43187108400008, -73.63936710899998 45.431643465000036, -73.63831064799996 45.43140497100006, -73.63771456599994 45.432718315000045))"
