,ID,Arrondissement,Nom_parc_lieu,Proximité_jeux_repère,Intersection,Etat,Date_installation,Remarque,Precision_localisation,X,Y,long,lat
324,335,Rosemont–La Petite-Patrie,Bélanger/Chateaubriand,,reu Bélanger/ave De Chateaubriand,,,,orthophotographies,296178.21,5044268.7,-73.6103980942254,45.53828023552379
325,336,Rosemont–La Petite-Patrie,Carmela-Galardo-Frascarelli,,rue Drolet/rue Bélanger,,,,orthophotographies,296030.3,5044053.19,-73.6122881509997,45.536339153212296
326,337,Rosemont–La Petite-Patrie,des Carrières,,rue des Carrières/rue Boyer,,,,orthophotographies,297510.28,5043746.14,-73.5933337903976,45.5335932596698
327,338,Rosemont–La Petite-Patrie,de la Cité-Jardin,,boul Rosemont/ave des Épinettes,,,localisation approx.,localisation approx.,299971.7,5047937.37,-73.5618604308963,45.571328802495
328,339,Rosemont–La Petite-Patrie,Dante,,rue Dante/ave De Gaspé,,,,orthophotographies,296064.58,5043832.45,-73.6118452895708,45.534353285395
329,340,Rosemont–La Petite-Patrie,De Gaspé,,ave De Gaspé/rue Saint-Zotique Est,,,,orthophotographies,296268.16,5043694.32,-73.6092363202975,45.5331128635227
330,341,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,,orthophotographies,298533.93,5046741.81,-73.5802658762942,45.56055930856421
331,342,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,,orthophotographies,298574.73,5046727.85,-73.579743067258,45.5604340578906
332,343,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,localisation approx.,localisation approx.,298536.78,5046645.61,-73.580228136977,45.5596936947573
333,344,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,localisation approx.,localisation approx.,298585.63,5046628.0,-73.5796021742768,45.559535671873796
334,345,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,localisation approx.,localisation approx.,298518.73,5046611.28,-73.580458905653,45.559384619407304
335,346,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,localisation approx.,localisation approx.,298569.78,5046587.96,-73.57980469256941,45.5591752369886
336,347,Rosemont–La Petite-Patrie,Guglielmo-Marconi (Jean-Talon/Saint-Laurent),,boul Saint-Laurent/rue Jean-Talon Est,,,,orthophotographies,295607.38,5043882.07,-73.6177000391677,45.534793902666394
337,348,Rosemont–La Petite-Patrie,Guido-Nincheri,,rue Sherbrooke Est/boul Pie-IX,,,localisation approx.,localisation approx.,300503.29,5046033.34,-73.5550329452937,45.554199194226705
338,349,Rosemont–La Petite-Patrie,Place Hector-Prud'homme,,rue Saint-Hubert/rue de Bellechasse,,,,orthophotographies,297015.6,5043883.2,-73.5996695855457,45.534821225472
339,350,Rosemont–La Petite-Patrie,Henri-Valade,,place Henri-Valade/boul Saint-Joseph Est,,,,orthophotographies,299482.87,5045404.34,-73.56809580326909,45.5485321897072
340,351,Rosemont–La Petite-Patrie,Idola-Saint-Jean,,boul Rosemont/18e ave,,,,orthophotographies,298778.19,5046429.53,-73.5771331604392,45.55775146463429
341,352,Rosemont–La Petite-Patrie,J.-Arthur-Champagne,,ave du Mont-Royal Est/rue Henri-Deslongchamps,,,,orthophotographies,300015.36,5045769.94,-73.56127985101651,45.55182584824511
342,353,Rosemont–La Petite-Patrie,Jean-Duceppe,,rue William-Tremblay/rue André-Laurendeau,,,,orthophotographies,299753.65,5044798.52,-73.5646217144162,45.5430828197083
343,354,Rosemont–La Petite-Patrie,Jean-Duceppe,,rue William-Tremblay/rue André-Laurendeau,,,localisation approx.,localisation approx.,299606.4,5044884.68,-73.5665082570232,45.5438570361742
344,355,Rosemont–La Petite-Patrie,Jean-Et-Èva-Tremblay,,place Guillet/18e ave,,,localisation approx.,localisation approx.,300206.19,5045742.33,-73.5588355149888,45.551578688786705
345,356,Rosemont–La Petite-Patrie,Joseph-N.-Drapeau,,place Joseph-N.-Drapeau/rue William-Tremblay,,,,orthophotographies,300069.84,5045404.45,-73.5605785591755,45.5485374132424
346,357,Rosemont–La Petite-Patrie,Joseph-Paré,,rue Beaubien Est/43e ave,,,,orthophotographies,299347.87,5048317.37,-73.56985720680491,45.574743553736
347,358,Rosemont–La Petite-Patrie,Lafond,,boul Saint-Joseph Est/13e ave,,,,orthophotographies,299490.95,5045732.07,-73.56799587958429,45.551481280461
348,359,Rosemont–La Petite-Patrie,Lafond,,boul Saint-Joseph Est/13e ave,,,localisation approx.,localisation approx.,299421.71,5045820.54,-73.5688836456202,45.552276832888296
349,360,Rosemont–La Petite-Patrie,Lafond,,boul Saint-Joseph Est/13e ave,,,localisation approx.,localisation approx.,299443.88,5045816.85,-73.5685996582237,45.552243799858395
350,361,Rosemont–La Petite-Patrie,Lafond,,boul Saint-Joseph Est/13e ave,,,localisation approx.,localisation approx.,299453.0,5045812.66,-73.56848280615691,45.5522061668725
351,362,Rosemont–La Petite-Patrie,Maisonneuve (gorf municipal),,rue Sherbrooke Est/boul de L'Assomption,,,,orthophotographies,300370.15,5048029.43,-73.5567563057624,45.572159837890396
352,363,Rosemont–La Petite-Patrie,Maisonneuve (gorf municipal),,rue Sherbrooke Est/boul de L'Assomption,,,localisation approx.,localisation approx.,300364.05,5047696.08,-73.55683143515809,45.569160209448206
353,364,Rosemont–La Petite-Patrie,Léon-Provancher,,boul Pix-IX/rue Dandurand,,,localisation approx.,localisation approx.,299364.14,5046720.46,-73.5696309860435,45.5603741713975
354,365,Rosemont–La Petite-Patrie,des Locomotives,,rue Omer-Lavallée/ave du Midway,,,,orthophotographies,299966.06,5045090.2,-73.5619045517758,45.545708967554795
355,366,Rosemont–La Petite-Patrie,de la Louisiane,,rue de Bellechasse/35e ave,,,localisation approx.,localisation approx.,299266.31,5047660.12,-73.5708947790953,45.568828767653294
356,367,Rosemont–La Petite-Patrie,de la Louisiane,,rue de Bellechasse/35e ave,,,localisation approx.,localisation approx.,299057.59,5047603.19,-73.57356812104321,45.5683148025702
357,368,Rosemont–La Petite-Patrie,de la Louisiane,,rue de Bellechasse/35e ave,,,localisation approx.,localisation approx.,299140.6,5047622.97,-73.5725048793367,45.5684934692544
358,369,Rosemont–La Petite-Patrie,de la Louisiane,,rue de Bellechasse/35e ave,,,localisation approx.,localisation approx.,299151.93,5047621.04,-73.5723597039084,45.56847619453261
359,370,Rosemont–La Petite-Patrie,Luc-Durand,,ave De Chateaubriand/rue des Ateliers,,,,orthophotographies,297273.76,5043567.31,-73.5963593173862,45.531981566710606
360,371,Rosemont–La Petite-Patrie,Maisonneuve,,rue Sherbrooke Est/rue Viau,,,,orthophotographies,299732.23,5047587.14,-73.56492490010069,45.5681756186515
361,372,Rosemont–La Petite-Patrie,Maisonneuve,,rue Sherbrooke Est/rue Viau,,,,orthophotographies,300288.25,5046937.45,-73.5577955502424,45.562333321797105
362,373,Rosemont–La Petite-Patrie,Maisonneuve,,rue Sherbrooke Est/rue Viau,,,,orthophotographies,300465.69,5046858.59,-73.55552184469491,45.5616248406435
363,374,Rosemont–La Petite-Patrie,Molson,,rue d'Iberville/ave Elsdale,,,localisation approx.,localisation approx.,297609.7,5045538.08,-73.5920871896442,45.5497188093937
364,375,Rosemont–La Petite-Patrie,Montcalm,,rue Cartier/rue Saint-Zotique Est,,,,orthophotographies,296861.59,5045148.53,-73.6016620067772,45.5462053787496
365,376,Rosemont–La Petite-Patrie,Mozart,,ave Mozart Ouest/rue Waverly,,,,orthophotographies,295663.52,5043502.97,-73.616974165899,45.531383361250704
366,377,Rosemont–La Petite-Patrie,du Pélican,,rue Laurier Est/1ere ave,,,,orthophotographies,298982.19,5044918.37,-73.57450216593341,45.544155257293504
367,378,Rosemont–La Petite-Patrie,du Pélican,,rue Molson/boul Saint-Joseph,,,,orthophotographies,299127.94,5044785.18,-73.57263416737041,45.5429579678978
368,379,Rosemont–La Petite-Patrie,Père-Marquette (sud),Parc à chien,rue Garnier/boul Rosemont,,,parc à chien / accès restreint,orthophotographies,297726.01,5044270.43,-73.59057927283041,45.538313236819896
369,380,Rosemont–La Petite-Patrie,Père-Marquette (centre),,boul Rosemont/rue Chambord,,,,orthophotographies,297585.1,5044499.45,-73.59238693480991,45.5403725965631
370,381,Rosemont–La Petite-Patrie,Père-Marquette (centre),,boul Rosemont/rue Chambord,,,,orthophotographies,297392.54,5044348.53,-73.59485038260159,45.5390125433111
371,382,Rosemont–La Petite-Patrie,Père-Marquette (centre),,boul Rosemont/rue Chambord,,,localisation approx.,localisation approx.,297469.85,5044336.97,-73.5938602786908,45.5389093399205
372,383,Rosemont–La Petite-Patrie,Père-Marquette (centre),,boul Rosemont/rue Chambord,,,localisation approx.,localisation approx.,297480.98,5044336.97,-73.5937177627133,45.5389094569297
373,384,Rosemont–La Petite-Patrie,Père-Marquette (nord),,rue De Drucourt/rue De Lanaudière,,,,orthophotographies,297268.14,5044433.6,-73.5964445950522,45.5397767000744
374,385,Rosemont–La Petite-Patrie,de la Petite-Italie,,rue Clark/rue Saint-Zotique Ouest,,,localisation approx.,localisation approx.,296054.76,5043503.75,-73.6119651519854,45.5313953993685
375,386,Rosemont–La Petite-Patrie,Richard-Angus,,rue Ernest-Gendreau/ave du Mont-Royal Est,,,,orthophotographies,299838.55,5045537.94,-73.56354201251409,45.5497369940234
376,387,Rosemont–La Petite-Patrie,Rosemont,,rue Dandurand/place Basile-Patenaude,,,,orthophotographies,298525.96,5045097.71,-73.580346884987,45.5457650625458
377,388,Rosemont–La Petite-Patrie,Saint-Édouard,,rue Boyer/rue Saint-Zotique Est,,,,orthophotographies,296453.83,5044320.89,-73.6068698015766,45.5387532160116
378,389,Rosemont–La Petite-Patrie,Saint-Émile,,rue Rachel Est/rue Saint-Germain,,,,orthophotographies,300217.04,5045076.75,-73.5586903197493,45.54558963616779
379,390,Rosemont–La Petite-Patrie,Saint-Émile,,rue Rachel Est/rue Saint-Germain,,,,orthophotographies,300174.69,5045100.84,-73.5592328898457,45.54580612668429
380,391,Rosemont–La Petite-Patrie,Soeur-Madeleine-Gagnon (Saint-Jean-De-La-Croix),,rue Saint-Dominique/rue Saint-Zotique Est,,,,orthophotographies,296161.42,5043527.62,-73.6106000094739,45.5316115207103
381,392,Rosemont–La Petite-Patrie,Raymond-Lévesque (Saint-Zotique/23e avenue),,rue Saint-Zotique Est/23e ave,,,,orthophotographies,298235.64,5047195.31,-73.584092936825,45.564637300913105
382,393,Rosemont–La Petite-Patrie,Sainte-Bernadette,,rue Bélanger/19e ave,,,,orthophotographies,297943.84,5046922.54,-73.5878272208381,45.562180015133706
383,394,Rosemont–La Petite-Patrie,Sainte-Bernadette,,rue Bélanger/19e ave,,,localisation approx.,localisation approx.,297935.86,5046842.85,-73.58792832573509,45.5614628598458
384,395,Rosemont–La Petite-Patrie,de l'Ukraine,pataugeoir,rue de Bellechasse/12e ave,,,accès restreint,orthophotographies,298368.77,5046142.78,-73.5823736320395,45.55516753032251
385,396,Rosemont–La Petite-Patrie,de l'Ukraine,,rue de Bellechasse/12e ave,,,localisation approx.,localisation approx.,298379.8,5046136.66,-73.5822322754457,45.5551125622756
386,397,Villeray–Saint-Michel–Parc-Extension,Le Goupillier (jardin),Jardins communautaires,54e rue (#4161),,,accès restreint,orthophotographies,294954.18,5049278.84,-73.62617207194091,45.58334684159679
387,398,Villeray–Saint-Michel–Parc-Extension,Champdoré (jardin),Jardins communautaires,ave Charton (#9400),,,accès restreint,orthophotographies,293735.89,5047243.9,-73.6417380813116,45.56501755125879
388,399,Villeray–Saint-Michel–Parc-Extension,De Lille (jardin),Jardins communautaires,ave Bruchesi (#9400),,,accès restreint,orthophotographies,294055.13,5047840.38,-73.63766154180558,45.5703898594061
389,400,Villeray–Saint-Michel–Parc-Extension,Le Michelois (jardin),Jardins communautaires,,,,accès restreint,orthophotographies,295490.68,5047613.62,-73.6192652314997,45.56837008639621
390,401,Villeray–Saint-Michel–Parc-Extension,Villeray(jardin),Jardins communautaires,ave Christophe-Colomb (#8000),,,accès restreint,orthophotographies,295200.52,5045254.11,-73.622936265893,45.5471345119634
391,402,Villeray–Saint-Michel–Parc-Extension,De Normandville,Jardins communautaires,rue De Normandville (#7955),,,accès restreint,orthophotographies,295409.09,5045398.06,-73.6202679710556,45.5484326662418
392,403,Villeray–Saint-Michel–Parc-Extension,Babylone,Jardins communautaires,ave Ball (#435),,,accès restreint,orthophotographies,294457.89,5043618.84,-73.63241222956341,45.5324091524558
393,404,Villeray–Saint-Michel–Parc-Extension,Jean-Rivard,,rue Jean-Rivard/2e ave,,,localisation approx.,localisation approx.,295660.3,5047070.11,-73.6170820096994,45.56348166192039
394,405,Villeray–Saint-Michel–Parc-Extension,George-Vernot,,13e ave/boul Robert,,,localisation approx.,localisation approx.,295751.08,5047727.33,-73.6159312601328,45.569396718172506
395,406,Villeray–Saint-Michel–Parc-Extension,George-Vernot,,13e ave/boul Robert,,,localisation approx.,localisation approx.,295876.98,5047571.86,-73.6143154435032,45.5679993766769
396,407,Villeray–Saint-Michel–Parc-Extension,George-Vernot,,13e ave/boul Robert,,,localisation approx.,localisation approx.,295767.76,5047617.47,-73.615715533006,45.5684083807586
397,408,Villeray–Saint-Michel–Parc-Extension,Parc-école-Montcalm,,boul Saint-Michel/rue Denis-Papin,,,localisation approx.,localisation approx.,295267.33,5047778.53,-73.622129862506,45.569850973707105
398,409,Villeray–Saint-Michel–Parc-Extension,Sainte-Lucie,,rue Legendre Est/16e ave,,,,orthophotographies,295053.79,5048347.05,-73.62487700677642,45.57496372912129
399,410,Villeray–Saint-Michel–Parc-Extension,Sainte-Lucie,,rue Legendre Est/16e ave,,,localisation approx.,localisation approx.,294975.09,5048369.28,-73.6258858248203,45.5751626544705
400,411,Villeray–Saint-Michel–Parc-Extension,Champdoré,,rue Champdoré/rue de Lille,,,localisation approx.,localisation approx.,294270.82,5047639.24,-73.634893831609,45.568583237911795
401,412,Villeray–Saint-Michel–Parc-Extension,Champdoré,,rue Champdoré/rue de Lille,,,localisation approx.,localisation approx.,294293.79,5047638.89,-73.63459954640459,45.5685804356186
402,413,Villeray–Saint-Michel–Parc-Extension,Ovila-Légaré,,boul Pie-IX/48e rue,,,,orthophotographies,295207.08,5049023.73,-73.62292621056591,45.5810548227385
403,414,Villeray–Saint-Michel–Parc-Extension,Ovila-Légaré,,boul Pie-IX/48e rue,,,,orthophotographies,295288.29,5048985.5,-73.6218848222252,45.580711933288406
404,415,Villeray–Saint-Michel–Parc-Extension,Ovila-Légaré,,boul Pie-IX/48e rue,,,localisation approx.,localisation approx.,295150.63,5049053.53,-73.6236501626927,45.5813221909809
405,416,Villeray–Saint-Michel–Parc-Extension,René-Goupil,,25e ave/boul Robert,,,,orthophotographies,296189.27,5048614.51,-73.610332981208,45.5773853911971
406,417,Villeray–Saint-Michel–Parc-Extension,François-Perrault,,rue François-Perrault/ave Musset,,,localisation approx.,localisation approx.,296941.41,5046942.05,-73.6006686163738,45.562344978183795
407,418,Villeray–Saint-Michel–Parc-Extension,Joseph-Robin,,ave Léonard-De Vinci/rue Everett,,,,orthophotographies,297272.08,5047178.88,-73.5964363825625,45.564479705039396
408,419,Villeray–Saint-Michel–Parc-Extension,du Bon-Air,,rue Everett/8e ave,,,,orthophotographies,296858.74,5046403.4,-73.60171887195949,45.557497091714495
409,420,Villeray–Saint-Michel–Parc-Extension,Gabriel-Sagard,,rue jean-Talon Est/rue Sagard,,,,orthophotographies,296715.46,5045732.23,-73.60354303786659,45.551456030864294
410,421,Villeray–Saint-Michel–Parc-Extension,Nicolas-Tillemont,,rue Tillemont/rue Louis-Hémon,,,,orthophotographies,295994.05,5046207.52,-73.61279106012209,45.555724100145
411,422,Villeray–Saint-Michel–Parc-Extension,CESM (Frédéric-Back),,ave Papineau/ave Émile-Journault,,,localisation approx.,localisation approx.,295274.05,5046711.64,-73.6220229819343,45.560250856940606
412,423,Villeray–Saint-Michel–Parc-Extension,CESM (Frédéric-Back),,ave Papineau/ave Émile-Journault,,,localisation approx.,localisation approx.,295324.09,5046750.55,-73.62138274820941,45.560601664425704
413,424,Villeray–Saint-Michel–Parc-Extension,CESM (Frédéric-Back),,ave Papineau/ave Émile-Journault,,,localisation approx.,localisation approx.,295377.83,5046726.46,-73.6206938969862,45.560385624292095
414,425,Villeray–Saint-Michel–Parc-Extension,Giovannina-Di Tomasso,,rue De Normanville/rue Tillemont,,,,orthophotographies,295433.19,5045369.37,-73.6199587775245,45.548174828427
415,426,Villeray–Saint-Michel–Parc-Extension,Villeray,,rue De Normanville/rue Tillemont,,,,orthophotographies,295380.71,5045354.74,-73.6206305948256,45.5480424749747
416,427,Villeray–Saint-Michel–Parc-Extension,De Normanville,,rue De Normanville/rue Everett,,,,orthophotographies,295766.25,5045130.26,-73.61568894298541,45.5460276343456
417,428,Villeray–Saint-Michel–Parc-Extension,De Normanville,,rue De Normanville/rue Everett,,,localisation approx.,localisation approx.,295736.52,5045112.19,-73.616069338972,45.5458646480595
418,429,Villeray–Saint-Michel–Parc-Extension,De Normanville,,rue De Normanville/rue Everett,,,localisation approx.,localisation approx.,295741.04,5045108.34,-73.61601138350791,45.5458300632341
419,430,Villeray–Saint-Michel–Parc-Extension,de Turin,,rue De Castelnaud Est/rue De Lanaudière,,,,orthophotographies,296121.21,5045122.24,-73.6111430841229,45.54595998076079
420,431,Villeray–Saint-Michel–Parc-Extension,Le Prévost,,ave Christophe-Colomb/rue Jean-Talon Est,,,,orthophotographies,295993.95,5044798.06,-73.6127669768494,45.543041299318
421,432,Villeray–Saint-Michel–Parc-Extension,Victorien-Pesant,,ave De Gaspé/rue De Castelnaud Est,,,,orthophotographies,295493.55,5044192.88,-73.61916339421141,45.5375891714437
422,433,Villeray–Saint-Michel–Parc-Extension,Victorien-Pesant,,ave De Gaspé/rue De Castelnaud Est,,,localisation approx.,localisation approx.,295496.12,5044203.71,-73.61913069279001,45.537686657962105
423,434,Villeray–Saint-Michel–Parc-Extension,Villeray-Ouest,,ave Christophe-Colomb/rue Villeray,,,localisation approx.,localisation approx.,295328.88,5045140.97,-73.621290230788,45.5461181968853
424,435,Villeray–Saint-Michel–Parc-Extension,Jean-Marie_Lamonde,,ave De Chateaubriand/rue Villeray,,,,orthophotographies,295331.96,5044809.15,-73.621244368806,45.543132408157206
425,436,Villeray–Saint-Michel–Parc-Extension,Saint-Vincent-Ferrier,,ave Henri-Julien/rue Jarry Est,,,,orthophotographies,294541.19,5044665.19,-73.6313676467919,45.5418258100068
426,437,Villeray–Saint-Michel–Parc-Extension,des Rêves,,ave De Gaspé/rue Guizot Est,,,,orthophotographies,294401.01,5044646.59,-73.63316230071659,45.5416563624121
427,438,Villeray–Saint-Michel–Parc-Extension,Howard,,ave De L'Épée/rue de Liège Ouest,,,,orthophotographies,293658.98,5043750.33,-73.6426438041746,45.5335800318668
428,439,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/ave de l'Esplanade,,,,orthophotographies,294364.32,5043794.61,-73.6336139681262,45.5339893989269
429,440,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/ave de l'Esplanade,,,,orthophotographies,294590.46,5043690.79,-73.630716412024,45.5330585392605
430,441,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/boul Saint-Laurent,,,,orthophotographies,294625.9,5044211.32,-73.6302734766887,45.5377429717083
431,442,Villeray–Saint-Michel–Parc-Extension,Jarry,,boul Saint-Laurent/rue Villeray,,,,orthophotographies,294852.0,5044077.26,-73.62737568042449,45.5365399172527
432,443,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/boul Saint-Laurent,,,localisation approx.,localisation approx.,294464.15,5043875.73,-73.6323375031515,45.5347208334976
433,444,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/boul Saint-Laurent,,,localisation approx.,localisation approx.,294605.31,5043984.14,-73.6305323892848,45.535698424776704
434,445,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/boul Saint-Laurent,,,localisation approx.,localisation approx.,294940.87,5044098.0,-73.6262381960247,45.536727806283906
435,446,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/boul Saint-Laurent,,,localisation approx.,localisation approx.,295091.89,5044054.94,-73.62430365783759,45.5363424575949
436,447,Villeray–Saint-Michel–Parc-Extension,Jean-Valets,,ave Bloomfield/rue de Liège Ouest,,,,orthophotographies,293743.71,5043632.27,-73.6415563036635,45.532519035530996
437,448,Villeray–Saint-Michel–Parc-Extension,Parc-école Sinclair-Laird,,rue de Liège Ouest/ave Stuart,,,,orthophotographies,293613.52,5043410.72,-73.6432180919895,45.53052337183289
438,449,Villeray–Saint-Michel–Parc-Extension,Barclay,,ave Wiseman/rue Jarry Ouest,,,localisation approx.,localisation approx.,294154.03,5043278.35,-73.63629520235371,45.5293407248877
439,450,Villeray–Saint-Michel–Parc-Extension,De Lestre,,ave Ball/ave Bloomfield,,,,orthophotographies,294388.15,5043390.88,-73.6333002774072,45.530356847600004
440,451,Villeray–Saint-Michel–Parc-Extension,Saint-Roch,,ave Ball/rue Durocher,,,localisation approx.,localisation approx.,294520.14,5043615.8,-73.631615167919,45.5323827184915
441,452,Villeray–Saint-Michel–Parc-Extension,Ogilvy/Outremont,,ave d'Outremont/ave Ogilvy,,,,orthophotographies,294892.9,5042983.75,-73.6268298738134,45.526700700111896
442,453,Villeray–Saint-Michel–Parc-Extension,Birnam,,rue Birnam (face au #7002),,,,orthophotographies,295095.32,5042734.89,-73.6242335867096,45.52446421263289
443,454,Villeray–Saint-Michel–Parc-Extension,Champagneur,,ave Champagneur ( face au #7001),,,,orthophotographies,295199.26,5042935.17,-73.6229069357221,45.5262678463337
444,455,Villeray–Saint-Michel–Parc-Extension,Bloomfield,,ave Bloomfield/rue Jean-Talon Ouest,,,,orthophotographies,295144.54,5043032.37,-73.6236093652309,45.5271417322229
445,456,Villeray–Saint-Michel–Parc-Extension,Athéna,,rue Jean-Talon Ouest/ave De L'Épée,,,,orthophotographies,295107.61,5043093.12,-73.6240833444932,45.527687870672395
446,457,Côte-des-Neiges–Notre-Dame-de-Grâce,William-Bowie,chalet,ave Patricia/ave Fielding,,,,orthophotographies,293134.77,5035350.3,-73.64915581208821,45.45798452999821
447,458,Côte-des-Neiges–Notre-Dame-de-Grâce,Loyola,,ave Doherty/ave Somerled,,,localisation approx.,localisation approx.,293481.99,5035568.54,-73.6447211709131,45.4599540673173
448,459,Côte-des-Neiges–Notre-Dame-de-Grâce,Loyola,baseball,ave Doherty/ave Somerled,,,,orthophotographies,293386.12,5035662.38,-73.6459492163766,45.460796923904894
449,460,Côte-des-Neiges–Notre-Dame-de-Grâce,Loyola,baseball/soccer,ave Fielding/ave Coronation,,,,orthophotographies,293383.88,5035856.04,-73.6459823563478,45.4625395303201
450,461,Côte-des-Neiges–Notre-Dame-de-Grâce,Loyola,jeux d'eau,ave Doherty/ave Fielding,,,,orthophotographies,293307.08,5035665.59,-73.646959972098,45.4608245131598
451,462,Côte-des-Neiges–Notre-Dame-de-Grâce,Gilbert-Layton,soccer,Chemin de la Côte-Saint-Luc/ave Rosedale,,,non-fonctionnelle,orthophotographies,292966.99,5036318.95,-73.65132441620369,45.4666980699798
452,463,Côte-des-Neiges–Notre-Dame-de-Grâce,Gilbert-Layton,chalet,ave de Chester/ave de Mayfair,,,,orthophotographies,293035.26,5036226.07,-73.650449136796,45.4658634465141
453,464,Côte-des-Neiges–Notre-Dame-de-Grâce,Coffee,module de jeux,rue Coffee/ave Elmhurst,,,,orthophotographies,293872.73,5035037.05,-73.639713059221,45.455177688452395
454,465,Côte-des-Neiges–Notre-Dame-de-Grâce,Trenholme,,rue Sherbrooke Ouest/ave King-Edward,,,,orthophotographies,294383.29,5035718.25,-73.6331996295958,45.461315248645704
455,466,Côte-des-Neiges–Notre-Dame-de-Grâce,Trenholme,,rue Sherbrooke Ouest/rue Park Row Est,,,accès restreint - parc à chien,orthophotographies,294476.45,5035721.74,-73.63200845879621,45.4613480362014
456,467,Côte-des-Neiges–Notre-Dame-de-Grâce,Trenholme,soccer,rue Sherbrooke Ouest/rue Park Row Est,,,,orthophotographies,294574.4,5035683.35,-73.6307551653141,45.46100402541679
457,468,Côte-des-Neiges–Notre-Dame-de-Grâce,Trenholme,module de jeux,rue Park Row Ouest/boul De Maisonneuve Ouest,,,,orthophotographies,294479.43,5035611.73,-73.6319680438752,45.460358158206205
458,469,Côte-des-Neiges–Notre-Dame-de-Grâce,Benny,module de jeux,ave Benny/ave de Monkland,,,,orthophotographies,294435.59,5036344.87,-73.6325440780968,45.4669546463596
459,470,Côte-des-Neiges–Notre-Dame-de-Grâce,de la Confédération,module de jeux,ave West Hill/ave Fielding,,,localisation approx.,localisation approx.,293915.38,5036884.56,-73.63920865931242,45.4718031104948
460,471,Côte-des-Neiges–Notre-Dame-de-Grâce,de la Confédération,soccer,,,,localisation approx.,localisation approx.,293689.15,5037066.94,-73.6421061394931,45.473440685186006
461,472,Côte-des-Neiges–Notre-Dame-de-Grâce,de la Confédération,soccer,ave West Hill/ave Fielding,,,localisation approx.,localisation approx.,293848.81,5036974.65,-73.6400620606155,45.47261274029
462,473,Côte-des-Neiges–Notre-Dame-de-Grâce,Somerled,tennis,ave de Hampton (face au #4915),,,,orthophotographies,294233.16,5037166.02,-73.6351504825351,45.4743406956899
463,474,Côte-des-Neiges–Notre-Dame-de-Grâce,Somerled,chalet,ave de Hampton/ave Somerled,,,,orthophotographies,294320.2,5037101.39,-73.63403586043309,45.4737604374909
464,475,Côte-des-Neiges–Notre-Dame-de-Grâce,William-Hurst,chalet,boul Grand/rue de Terrebonn,,,,orthophotographies,294537.34,5036669.02,-73.6312496325473,45.4698730000721
465,476,Côte-des-Neiges–Notre-Dame-de-Grâce,Herbert-Outerbridge,,ave Benny/rue Sherbrooke Ouest,,,,orthophotographies,294858.58,5036171.13,-73.62713121802791,45.46539740144589
466,477,Côte-des-Neiges–Notre-Dame-de-Grâce,Notre-Dame-de-Grâce,module de jeux,ave Marcil/Chemin de la Côte-Saint-Antoine,,,localisation approx.,localisation approx.,295778.39,5036974.16,-73.61538342397101,45.4726359250784
467,478,Côte-des-Neiges–Notre-Dame-de-Grâce,Notre-Dame-de-Grâce,chalet,ave Marcil/Chemin de la Côte-Saint-Antoine,,,,orthophotographies,295821.83,5037010.4,-73.6148285040251,45.47296258911779
468,479,Côte-des-Neiges–Notre-Dame-de-Grâce,Georges-Saint-Pierre,module de jeux/soccer,ave d'Oxford (face au #966),,,,orthophotographies,296375.93,5036515.35,-73.607733232251,45.4685148029846
469,480,Côte-des-Neiges–Notre-Dame-de-Grâce,Maurice-Cullen,chalet,chemin Circle/chemin Mira,,,,orthophotographies,295413.18,5038182.38,-73.6200774195206,45.483503218684795
470,481,Côte-des-Neiges–Notre-Dame-de-Grâce,Macdonald,chalet,ave Clanranald/ave Isabella,,,,orthophotographies,294147.11,5038224.08,-73.63627401254459,45.4838602804565
471,482,Côte-des-Neiges–Notre-Dame-de-Grâce,Macdonald,chalet,ave Clanranald/ave Isabella,,,,orthophotographies,294149.94,5038227.8,-73.6362378913752,45.48389379781771
472,483,Côte-des-Neiges–Notre-Dame-de-Grâce,Macdonald,module de jeux,ave Clanranald/ave Isabella,,,localisation approx.,localisation approx.,294212.23,5038168.76,-73.6354397933304,45.4833634777392
473,484,Côte-des-Neiges–Notre-Dame-de-Grâce,Mackenzie-King,chalet,ave Saint-Kevin/ave de Westbury,,,,orthophotographies,294400.51,5038853.58,-73.63304580934009,45.489528614407206
